Process Element ID,Hierarchy ID,Process Element,Metric Category,"Metric ID
",Metric Name,Formula,Units
10216,4.2,Procure materials and services,Supplemental Information,102750,Percentage of total value of purchases allocated among the following purchase arrangement type: replenishment/vendor management inventory,(Value of purchases placed by replenishment/vendor managed inventory / Value of all materials and services purchased) * 100.0,percent
10216,4.2,Procure materials and services,Supplemental Information,110901,Total annual number of purchase requisitions handled per $1 billion of purchased materials and services,Total annual number of purchase requisitions handled  / (Value of all materials and services purchased  * 0.000000001),purchase requisitions
10216,4.2,Procure materials and services,Cost Effectiveness,107502,Overhead cost to perform the procurement process group per $1 billion purchases,"(Total cost to perform the process group ""procure materials and services"" * Percentage of total cost to perform the process group ""procure materials and services"" allocated to overhead cost * .01) / (Value of all materials and services purchased * 0.000000001)",dollars
10216,4.2,Procure materials and services,Process Efficiency,109627,Percentage of contracts for goods that met SLAs in the last 12 months,Percentage of contracts for goods that met SLAs in the last 12 months,percent
10216,4.2,Procure materials and services,Cycle Time,100642,Days payable outstanding,Days payable outstanding,days
10216,4.2,Procure materials and services,Cost Effectiveness,110617,"Annual value of managed spend on indirect materials and services per $1,000 revenue  ",Managed spend (procurement) on indirect materials/services / (Total business entity revenue * .001),dollars
10216,4.2,Procure materials and services,Process Efficiency,110599,"Number of FTEs that perform the process group ""procure materials and services"" for direct materials and services per $1 billion revenue","Number of FTEs who perform the process group ""procure materials and services"" associated with direct materials/services / (Total business entity revenue * .000000001)",FTEs
10216,4.2,Procure materials and services,Cycle Time,107252,Average procure-to-pay cycle time in days for goods,Average procure-to-pay cycle time in days for goods,days
10216,4.2,Procure materials and services,Process Efficiency,102422,Percentage of purchase order line items transacted using e-procurement enabled catalogue suppliers,Percentage of purchase order line items transacted using e-procurement enabled catalogue suppliers,percent
10216,4.2,Procure materials and services,Process Efficiency,108858,"Total cost savings obtained on purchased direct materials and services as a percentage of purchased direct materials and services (for mining, oil & gas)",(Total cost savings obtained on all purchased direct materials and services for mining / Value of all direct materials and services purchased) * 100,percent
10216,4.2,Procure materials and services,Cost Effectiveness,103994,"Total cost to perform the process group ""procure materials and services"" as a percentage of revenue","(Total cost to perform the process group ""procure materials and services"" / Total business entity revenue) * 100",percent
10216,4.2,Procure materials and services,Supplemental Information,102432,Percentage of purchase requisition line items allocated among the following request method: electronic request direct to internal purchasing department,(Number of purchase requisition line items placed by electronic request direct to internal purchasing department / Number of purchase requisition line items processed) * 100.0,percent
10216,4.2,Procure materials and services,Supplemental Information,103387,"Systems cost to perform the process group ""procure materials and services"" as a percentage of total process group cost","Percentage of total cost to perform the process group ""procure materials and services"" allocated to systems cost",percent
10216,4.2,Procure materials and services,Supplemental Information,111678,Percentage of supplier interactions done through AI-enabled channels,535.1510,percent
10216,4.2,Procure materials and services,Process Efficiency,102648,Percentage of supplier orders received by original request date (on time),Percentage of supplier orders delivered by original request date,percent
10216,4.2,Procure materials and services,Cycle Time,106475,Average cycle time in days to establish a contract with a supplier,Average cycle time in days to establish a contract with a supplier,days
10216,4.2,Procure materials and services,Supplemental Information,104724,Ratio of purchases to revenue,(Value of all materials and services purchased/Total business entity revenue)*100,percent
10216,4.2,Procure materials and services,Cost Effectiveness,110888,Percentage of total annual value of all materials and services purchased managed by procurement personnel,Percentage of total annual value of all materials and services purchased managed by procurement personnel,percent
10216,4.2,Procure materials and services,Supplemental Information,106470,Percentage of procurement process group FTEs associated with direct materials and services,Percentage of procurement process group FTEs associated with direct materials and services,percent
10216,4.2,Procure materials and services,Cost Effectiveness,110893,Percentage of value of materials and services purchased spent on logistics,Percentage of total annual spend by your business entity is on logistics,percent
10216,4.2,Procure materials and services,Process Efficiency,110618,Annual value of unmanaged/maverick spend on all materials and services as a percentage of total spend,(Rogue/Maverick spend (procurement) / Total spend (procurement)) * 100,percent
10216,4.2,Procure materials and services,Supplemental Information,102404,Percentage of procurement process group staff with formal training in negotiations,Percentage of procurement department staff with formal training in negotiations,percent
10216,4.2,Procure materials and services,Cost Effectiveness,106493,"Systems cost to perform the process group ""procure materials and services"" per $100,000 revenue","(Total cost to perform the process group ""procure materials and services"" * Percentage of total cost to perform the process group ""procure materials and services"" allocated to systems cost * .01) / (Total business entity revenue * .00001)",dollars
10216,4.2,Procure materials and services,Supplemental Information,102424,Percentage of purchase order line items transacted via a portal,Percentage of purchase order line items transacted via portal,percent
10216,4.2,Procure materials and services,Process Efficiency,102419,Percentage of purchase order line items received damage free,(Number of purchase order line items received damage free / Number of purchase order line items processed) * 100.0,percent
10216,4.2,Procure materials and services,Supplemental Information,102778,Percentage of total value of direct materials and services purchased outside of country,Percentage of total value of direct materials and services purchased that is sourced outside of the country,percent
10216,4.2,Procure materials and services,Cost Effectiveness,106498,"Systems cost to perform the process group ""procure materials and services"" per process group FTE","(Total cost to perform the process group ""procure materials and services"" * Percentage of total cost to perform the process group ""procure materials and services"" allocated to systems cost * .01) / Number of FTEs who perform the process group ""procure materials and services""",dollars
10216,4.2,Procure materials and services,Cost Effectiveness,110897,Percentage of value of materials and services purchased spent on sales and marketing services,Percentage of total annual spend by your business entity is on sales and marketing services,percent
10216,4.2,Procure materials and services,Supplemental Information,102665,Percentage of the total value of purchases allocated among the following purchase arrangement type: blanket/contract orders,(Value of purchases placed by blanket/contract orders / Value of all materials and services purchased) * 100.0,percent
10216,4.2,Procure materials and services,Cost Effectiveness,110645,"Total cost to perform the process group ""procure materials and services"" for direct materials and services per respective process group FTE","Total cost to perform the process group ""procure materials and services"" associated with direct materials/services / Number of FTEs who perform the process group ""procure materials and services"" associated with direct materials/services",dollars
10216,4.2,Procure materials and services,Cost Effectiveness,109624,Typical savings goal through cost avoidance (as percent of spend) that procurement organization aims to deliver,Typical savings goal through cost avoidance (as percent of spend) that procurement organization aims to deliver,percent
10216,4.2,Procure materials and services,Process Efficiency,101861,Percentage of purchase value from certified vendors,Percentage of purchase value from certified vendors,percent
10216,4.2,Procure materials and services,Process Efficiency,102452,Percentage of purchase value transacted via a private electronic marketplace,Percentage of purchases by currency volume transacted electronically via private online trade exchange,percent
10216,4.2,Procure materials and services,Supplemental Information,102804,Percentage of value of supplier certified purchased material,Percentage of total value of purchased material that is supplier certified,percent
10216,4.2,Procure materials and services,Cost Effectiveness,104002,"Total cost to perform the process group ""procure materials and services"" per process group FTE","Total cost to perform the process group ""procure materials and services"" / Number of FTEs who perform the process group ""procure materials and services""",dollars
10216,4.2,Procure materials and services,Supplemental Information,102663,Percentage of the total value of purchases allocated among the following purchase arrangement type: individual purchase orders,(Value of purchases placed by individual purchase orders / Value of all materials and services purchased) * 100.0,percent
10216,4.2,Procure materials and services,Cost Effectiveness,110899,"Percentage of value of materials and services purchased spent on travel, hospitality, and entertainment","Percentage of total annual spend by your business entity is on travel, hospitality, and entertainment",percent
10216,4.2,Procure materials and services,Cost Effectiveness,110610,"Annual value of total spend on direct materials and services per $1,000 revenue",Total spend (procurement) on direct materials/services / (Total business entity revenue * .001),dollars
10216,4.2,Procure materials and services,Staff Productivity,106018,"Number of business entity employees per FTE that performs the process group ""procure materials and services""","Number of business entity employees / Number of FTEs who perform the process group ""procure materials and services""",employees
10216,4.2,Procure materials and services,Cost Effectiveness,106015,"Total cost to perform the process group ""procure materials and services"" per business entity employee","Total cost to perform the process group ""procure materials and services"" / Number of business entity employees",dollars
10216,4.2,Procure materials and services,Process Efficiency,102822,Percentage of total purchases procured via maverick buying,Percentage of materials and services purchase value procured via maverick buying,percent
10216,4.2,Procure materials and services,Supplemental Information,102774,Percentage of total value of purchases allocated among the following submission method: wireless application protocol,(Value of purchase order line items submitted by WAP / Value of all materials and services purchased) * 100.0,percent
10216,4.2,Procure materials and services,Cost Effectiveness,110590,"Total cost to perform the process group ""procure materials and services"" for indirect materials and services per $1,000 revenue","Total cost to perform the process group ""procure materials and services"" associated with indirect materials/services / (Total business entity revenue * .001)",dollars
10216,4.2,Procure materials and services,Process Efficiency,101214,"Number of FTEs that perform the process group ""procure materials and services"" per $1 billion purchases","Number of FTEs who perform the process group ""procure materials and services"" / (Value of all materials and services purchased * .000000001)",FTEs
10216,4.2,Procure materials and services,Supplemental Information,111681,Percentage of inventory decisions made autonomously by AI,535.1540,percent
10216,4.2,Procure materials and services,Cycle Time,100322,Average supplier lead time in days on purchased materials,Average supplier lead time on purchased materials,days
10216,4.2,Procure materials and services,Process Efficiency,102703,Percentage of total number of goods receipts received without item and quantity verification,(Number of goods receipts received without item and quantity verification / Number of goods receipts received) * 100,percent
10216,4.2,Procure materials and services,Process Efficiency,107984,Percentage of purchase orders transmitted to suppliers manually,Percentage of purchase orders transmitted to suppliers manually,percent
10216,4.2,Procure materials and services,Process Efficiency,101768,Percentage of total value of goods and services purchased from top ten suppliers,Percentage of the total value of goods and services purchased from your top 10 suppliers,percent
10216,4.2,Procure materials and services,Supplemental Information,110620,Annual value of unmanaged/maverick spend on indirect materials and services as a percentage of total unmanaged/maverick spend ,(Rogue/Maverick spend (procurement) on indirect materials/services / Rogue/Maverick spend (procurement)) * 100,percent
10216,4.2,Procure materials and services,Staff Productivity,104117,"Number of active suppliers in vendor master file per FTE that performs the process group ""procure materials and services""","Number of active unique suppliers in vendor master file / Number of FTEs who perform the process group ""procure materials and services""",active suppliers
10216,4.2,Procure materials and services,Cost Effectiveness,106492,"Personnel cost to perform the process group ""procure materials and services"" per $1,000 revenue","(Total cost to perform the process group ""procure materials and services"" * Percentage of total cost to perform the process group ""procure materials and services"" allocated to personnel cost * .01) / (Total business entity revenue * .001)",dollars
10216,4.2,Procure materials and services,Cost Effectiveness,106497,"Personnel cost to perform the process group ""procure materials and services"" per process group FTE","(Total cost to perform the process group ""procure materials and services"" * Percentage of total cost to perform the process group ""procure materials and services"" allocated to personnel cost * .01) / Number of FTEs who perform the process group ""procure materials and services""",dollars
10216,4.2,Procure materials and services,Cost Effectiveness,103998,"Total cost to perform the process group ""procure materials and services"" per $1,000 purchases","Total cost to perform the process group ""procure materials and services"" / (Value of all materials and services purchased * .001)",dollars
10216,4.2,Procure materials and services,Supplemental Information,102754,Percentage of total value of purchases allocated among the following submission method: electronic data interchange,(Value of purchase order line items submitted by EDI / Value of all materials and services purchased) * 100.0,percent
10216,4.2,Procure materials and services,Cost Effectiveness,110614,"Annual value of addressable spend on indirect materials and services per $1,000 revenue  ",Addressable spend (procurement) on indirect materials/services / (Total business entity revenue * .001),dollars
10216,4.2,Procure materials and services,Supplemental Information,102758,Percentage of total value of purchases allocated among the following submission method: fax,(Value of purchase order line items submitted by fax / Value of all materials and services purchased) * 100.0,percent
10216,4.2,Procure materials and services,Process Efficiency,102705,Percentage of total number of items purchased and received failing inspection (incoming material quality),(Number of items received that fail inspection / Number of items received) * 100.0,percent
10216,4.2,Procure materials and services,Supplemental Information,106485,"Personnel cost to perform the process group ""procure materials and services"" as a percentage of total process group cost","Percentage of total cost to perform the process group ""procure materials and services"" allocated to personnel cost",percent
10216,4.2,Procure materials and services,Staff Productivity,109676,"Number of goods receipts received per FTE that performs the process group ""procure materials and services""","Number of goods receipts received / Number of FTEs who perform the process group ""procure materials and services""",goods receipts
10216,4.2,Procure materials and services,Cost Effectiveness,110890,Percentage of total annual value of all indirect materials and services purchased managed by procurement personnel,Percentage of total annual value of all indirect materials and services purchased managed by procurement personnel,percent
10216,4.2,Procure materials and services,Cycle Time,107983,Negotiated payment terms for suppliers in days,Negotiated payment terms for suppliers in days,days
10216,4.2,Procure materials and services,Supplemental Information,106488,"Outsourced cost to perform the process group ""procure materials and services"" as a percentage of total process group cost","Percentage of total cost to perform the process group ""procure materials and services"" allocated to outsourced cost",percent
10216,4.2,Procure materials and services,Supplemental Information,106469,Typical achieved savings rate delivered on sourcing events/projects,Percentage of achieved savings that the procurement organization delivers on sourcing events/projects,percent
10216,4.2,Procure materials and services,Process Efficiency,104118,Number of active suppliers in vendor master file per $1 million purchases,Number of active unique suppliers in vendor master file / (Value of all materials and services purchased * .000001),active vendors
10216,4.2,Procure materials and services,Supplemental Information,102762,Percentage of total value of purchases allocated among the following submission method: internet ,(Value of purchase order line items submitted by internet / Value of all materials and services purchased) * 100.0,percent
10216,4.2,Procure materials and services,Supplemental Information,102435,Percentage of purchase requisition line items allocated among the following request method: other,(Number of purchase requisition line items placed by other request methods / Number of purchase requisition line items processed) * 100.0,percent
10216,4.2,Procure materials and services,Cost Effectiveness,110889,Percentage of total annual value of all direct materials and services purchased managed by procurement personnel,Percentage of total annual value of all direct materials and services purchased managed by procurement personnel,percent
10216,4.2,Procure materials and services,Process Efficiency,109628,Percentage of contracts for services that met SLAs in the last 12 months,Percentage of contracts for services that met SLAs in the last 12 months,percent
10216,4.2,Procure materials and services,Cost Effectiveness,106499,"Overhead cost to perform the process group ""procure materials and services"" per process group FTE","(Total cost to perform the process group ""procure materials and services"" * Percentage of total cost to perform the process group ""procure materials and services"" allocated to overhead cost * .01) / Number of FTEs who perform the process group ""procure materials and services""",dollars
10216,4.2,Procure materials and services,Supplemental Information,102444,Percentage of purchase requisition line items allocated among the following request method: telephone request direct to vendor ,(Number of purchase requisition line items placed by telephone request direct to vendor / Number of purchase requisition line items processed) * 100.0,percent
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,103266,"Systems cost to perform the process ""provide sourcing governance and perform category management"" per $100,000 revenue","Systems cost to perform the process ""provide sourcing governance and perform category management"" / (Total business entity revenue * 0.00001)",dollars
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,104473,"Outsourced cost to perform the process ""provide sourcing governance and perform category management"" per $1,000 revenue","Outsourced cost to perform the process ""provide sourcing governance and perform category management"" / (Total business entity revenue * 0.001)",dollars
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,103650,"Total cost to perform the process ""provide sourcing governance and perform category management"" per $1,000 revenue","(Total cost to perform the process group ""procure materials and services"" * (Percentage of total cost for process group ""Procure materials and services"" allocated to the step 'provide sourcing governance and perform category management' (non-PCF) + Percentage of total cost for process group ""Procure materials and services"" allocated to the step 'develop sourcing and category management strategies' (non-PCF)) * 0.01) / (Total business entity revenue * 0.001)",dollars
10277,4.2.1,Provide sourcing governance,Process Efficiency,106424,Number of FTEs dedicated to retail buying and merchandising activities per $1 billion revenue,Number of FTEs employed for buying and purchasing activities / (Total business entity revenue * .000000001),FTEs
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,102908,"Personnel cost to perform the process ""provide sourcing governance and perform category management"" per $1,000 purchases","Personnel cost to perform the process ""provide sourcing governance and perform category management"" / (Value of all materials and services purchased * 0.001)",dollars
10277,4.2.1,Provide sourcing governance,Supplemental Information,100666,"Number of FTEs that perform the process ""provide sourcing governance and perform category management"" as a percentage of process group ""procure materials and services"" FTEs","Percentage of process group ""procure materials and services"" FTEs who perform the step 'provide sourcing governance and perform category management' (non-PCF) + Percentage of process group ""procure materials and services"" FTEs who perform the step 'develop sourcing and category management strategies' (non-PCF)",percent
10277,4.2.1,Provide sourcing governance,Process Efficiency,101008,"Number of FTEs that perform the process ""provide sourcing governance and perform category management"" per $1 billion purchases","(Number of FTEs who perform the process group ""procure materials and services"" * Percentage of process group ""procure materials and services"" FTEs who perform the process ""provide sourcing governance and perform category management"" * .01) / (Value of all materials and services purchased * .000000001) ",FTEs
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,110648,"Total cost to perform the process ""provide sourcing governance and perform category management"" for indirect materials and services per respective process FTE","Total cost to perform the process ""provide sourcing governance and perform category management"" associated with indirect materials/services / Number of FTEs who perform the process ""provide sourcing governance and perform category management"" associated with indirect materials/services",dollars
10277,4.2.1,Provide sourcing governance,Process Efficiency,110605,"Number of FTEs that perform the process ""provide sourcing governance and perform category management"" for indirect materials and services per $1 billion revenue","Number of FTEs who perform the process ""provide sourcing governance and perform category management"" associated with indirect materials/services / (Total business entity revenue * .000000001)",FTEs
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,102904,"Personnel cost to perform the process ""provide sourcing governance and perform category management"" per $1,000 revenue","Personnel cost to perform the process ""provide sourcing governance and perform category management"" / (Total business entity revenue * 0.001)",dollars
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,110595,"Total cost to perform the process ""provide sourcing governance and perform category management"" for indirect materials and services per $1,000 revenue","Total cost to perform the process ""provide sourcing governance and perform category management"" associated with indirect materials/services / (Total business entity revenue * .001)",dollars
10277,4.2.1,Provide sourcing governance,Staff Productivity,110601,"Number of FTEs that perform the process ""provide sourcing governance and perform category management"" for direct materials and services per $1 billion revenue","Number of FTEs who perform the process ""provide sourcing governance and perform category management"" associated with direct materials/services / (Total business entity revenue * .000000001)",FTEs
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,110647,"Total cost to perform the process ""provide sourcing governance and perform category management"" for direct materials and services per respective process FTE","Total cost to perform the process ""provide sourcing governance and perform category management"" associated with direct materials/services / Number of FTEs who perform the process ""provide sourcing governance and perform category management"" associated with direct materials/services",dollars
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,103271,"Systems cost to perform the process ""provide sourcing governance and perform category management"" per $100,000 purchases","Systems cost to perform the process ""provide sourcing governance and perform category management"" / (Value of all materials and services purchased * 0.00001)",dollars
10277,4.2.1,Provide sourcing governance,Process Efficiency,101011,"Number of FTEs that perform the process ""provide sourcing governance and perform category management"" per $1 billion revenue","(Number of FTEs who perform the process group ""procure materials and services"" * Percentage of process group ""procure materials and services"" FTEs who perform the process ""provide sourcing governance and perform category management"" * .01) / (Total business entity revenue * .000000001)",FTEs
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,104472,"Other cost to perform the process ""provide sourcing governance and perform category management"" per $1,000 revenue","Costs other than personnel, systems, overhead, and outsourced to perform the process ""provide sourcing governance and perform category management"" / (Total business entity revenue * 0.001)",dollars
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,105173,"Total cost to perform the process ""provide sourcing governance and perform category management"" per process FTE","(Total cost to perform the process group ""procure materials and services"" * (Percentage of total cost for process group ""Procure materials and services"" allocated to the step 'provide sourcing governance and perform category management' (non-PCF) + Percentage of total cost for process group ""Procure materials and services"" allocated to the step 'develop sourcing and category management strategies' (non-PCF)) * 0.01) / (Number of FTEs who perform the process group ""procure materials and services"" * (Percentage of process group ""procure materials and services"" FTEs who perform the step 'provide sourcing governance and perform category management' (non-PCF) + Percentage of process group ""procure materials and services"" FTEs who perform the step 'develop sourcing and category management strategies' (non-PCF)) * 0.01)",dollars
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,104471,"Overhead cost to perform the process ""provide sourcing governance and perform category management"" per $1,000 revenue","Overhead cost to perform the process ""provide sourcing governance and perform category management"" / (Total business entity revenue * 0.001)",dollars
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,103644,"Total cost to perform the process ""provide sourcing governance and perform category management"" per $1,000 purchases","(Total cost to perform the process group ""procure materials and services"" * (Percentage of total cost for process group ""Procure materials and services"" allocated to the step 'provide sourcing governance and perform category management' (non-PCF) + Percentage of total cost for process group ""Procure materials and services"" allocated to the step 'develop sourcing and category management strategies' (non-PCF)) * 0.01) / (Value of all materials and services purchased * 0.001)",dollars
10277,4.2.1,Provide sourcing governance,Cost Effectiveness,110591,"Total cost to perform the process ""provide sourcing governance and perform category management"" for direct materials and services per $1,000 revenue","Total cost to perform the process ""provide sourcing governance and perform category management"" associated with direct materials/services / (Total business entity revenue * .001)",dollars
10278,4.2.3,Select suppliers and develop/maintain contracts,Process Efficiency,101138,"Number of FTEs that perform the process ""select suppliers and develop/maintain contracts"" per $1 billion purchases","(Number of FTEs who perform the process group ""procure materials and services"" * Percentage of process group ""procure materials and services"" FTEs who perform the process ""select suppliers and develop/maintain contracts"" * .01) / (Value of all materials and services purchased * .000000001)",FTEs
10278,4.2.3,Select suppliers and develop/maintain contracts,Process Efficiency,106522,Number of contracts managed per contracts management FTE,Total number of contracts managed / Number of FTEs dedicated to the contracts management function,contracts
10278,4.2.3,Select suppliers and develop/maintain contracts,Cost Effectiveness,110592,"Total cost to perform the process ""select suppliers and develop/maintain contracts"" for direct materials and services per $1,000 revenue","Total cost to perform the process ""select suppliers and develop/maintain contracts"" associated with direct materials/services / (Total business entity revenue * .001)",dollars
10278,4.2.3,Select suppliers and develop/maintain contracts,Process Efficiency,106523,Number of supplier/service provider/subcontractor contracts managed per contracts management FTE,Total number of supplier/service provider/subcontractor contracts managed / Number of FTEs dedicated to the contracts management function,contracts
10278,4.2.3,Select suppliers and develop/maintain contracts,Process Efficiency,110606,"Number of FTEs that perform the process ""select suppliers and develop/maintain contracts"" for indirect materials and services per $1 billion revenue","Number of FTEs who perform the process ""select suppliers and develop/maintain contracts"" associated with indirect materials/services / (Total business entity revenue * .000000001)",FTEs
10278,4.2.3,Select suppliers and develop/maintain contracts,Cost Effectiveness,110596,"Total cost to perform the process ""select suppliers and develop/maintain contracts"" for indirect materials and services per $1,000 revenue","Total cost to perform the process ""select suppliers and develop/maintain contracts"" associated with indirect materials/services / (Total business entity revenue * .001)",dollars
10278,4.2.3,Select suppliers and develop/maintain contracts,Cost Effectiveness,103029,"Personnel cost to perform the process ""select suppliers and develop/maintain contracts"" per $1,000 revenue","Personnel cost to perform the process ""select suppliers and develop/maintain contracts"" / (Total business entity revenue * 0.0010)",dollars
10278,4.2.3,Select suppliers and develop/maintain contracts,Process Efficiency,104250,"Number of FTEs that perform the process ""select suppliers and develop/maintain contracts"" per $1 billion revenue","(Number of FTEs who perform the process group ""procure materials and services"" * Percentage of process group ""procure materials and services"" FTEs who perform the process ""select suppliers and develop/maintain contracts"" * .01)/ (Total business entity revenue * .000000001)",FTEs
10278,4.2.3,Select suppliers and develop/maintain contracts,Process Efficiency,110602,"Number of FTEs that perform the process ""select suppliers and develop/maintain contracts"" for direct materials and services per $1 billion revenue","Number of FTEs who perform the process ""select suppliers and develop/maintain contracts"" associated with direct materials/services / (Total business entity revenue * .000000001)",FTEs
10278,4.2.3,Select suppliers and develop/maintain contracts,Cost Effectiveness,103025,"Personnel cost to perform the process ""select suppliers and develop/maintain contracts"" per $1,000 purchases","Personnel cost to perform the process ""select suppliers and develop/maintain contracts"" / (Value of all materials and services purchased * 0.0010)",dollars
10278,4.2.3,Select suppliers and develop/maintain contracts,Supplemental Information,105194,"Total cost to perform the process ""provide sourcing governance and perform category management"" as a percentage of process group ""procure materials and services"" total cost","Percentage of total cost for process group ""procure materials and services"" allocated to the process ""provide sourcing governance and perform category management""",percent
10278,4.2.3,Select suppliers and develop/maintain contracts,Cost Effectiveness,105177,"Total cost to perform the process ""select suppliers and develop/maintain contracts"" per process FTE","(Total cost to perform the process group ""procure materials and services"" * Percentage of total cost for process group ""Procure materials and services"" allocated to the process ""Select suppliers and develop/maintain contracts"" * .01) / (Number of FTEs who perform the process group ""procure materials and services"" * Percentage of process group ""procure materials and services"" FTEs who perform the process ""select suppliers and develop/maintain contracts"" * .01)",dollars
10278,4.2.3,Select suppliers and develop/maintain contracts,Cost Effectiveness,110649,"Total cost to perform the process ""select suppliers and develop/maintain contracts"" for direct materials and services per respective process FTE","Total cost to perform the process ""select suppliers and develop/maintain contracts"" associated with direct materials/services / Number of FTEs who perform the process ""select suppliers and develop/maintain contracts"" associated with direct materials/services",dollars
10278,4.2.3,Select suppliers and develop/maintain contracts,Supplemental Information,103171,"Number of FTEs that perform the process ""select suppliers and develop/maintain contracts"" as a percentage of process group ""procure materials and services"" FTEs","Percentage of process group ""procure materials and services"" FTEs who perform the process ""select suppliers and develop/maintain contracts""",percent
10278,4.2.3,Select suppliers and develop/maintain contracts,Process Efficiency,106525,Number of new projects managed per contracts management FTE,Total number of new projects managed / Number of FTEs dedicated to the contracts management function,projects
10278,4.2.3,Select suppliers and develop/maintain contracts,Cost Effectiveness,110650,"Total cost to perform the process ""select suppliers and develop/maintain contracts"" for indirect materials and services per respective process FTE","Total cost to perform the process ""select suppliers and develop/maintain contracts"" associated with indirect materials/services / Number of FTEs who perform the process ""select suppliers and develop/maintain contracts"" associated with indirect materials/services",dollars
10278,4.2.3,Select suppliers and develop/maintain contracts,Cost Effectiveness,106511,Total cost to perform the contracts management function as a percentage of revenue,(Total cost of the contracts management function /Total business entity revenue) * 100,percent
10278,4.2.3,Select suppliers and develop/maintain contracts,Supplemental Information,110918,Typical rate of contract value leakage across all contracts,Typical rate of contract value leakage across all contracts,percent
10278,4.2.3,Select suppliers and develop/maintain contracts,Cost Effectiveness,103895,"Total cost to perform the process ""select suppliers and develop/maintain contracts"" per $1,000 revenue","(Total cost to perform the process ""select suppliers and develop/maintain contracts"" associated with direct materials/services + Total cost to perform the process ""select suppliers and develop/maintain contracts"" associated with indirect materials/services) / (Total business entity revenue * .001)",dollars
10278,4.2.3,Select suppliers and develop/maintain contracts,Cost Effectiveness,103901,"Total cost to perform the process ""select suppliers and develop/maintain contracts"" per $1,000 purchases","(Total cost to perform the process group ""procure materials and services"" * Percentage of total cost for process group ""Procure materials and services"" allocated to the process ""Select suppliers and develop/maintain contracts"" * 0.01) / (Value of all materials and services purchased * 0.001)",dollars
10278,4.2.3,Select suppliers and develop/maintain contracts,Staff Productivity,106509,Total number of contracts management FTEs per $1 billion revenue,Number of FTEs dedicated to the contracts management function / (Total business entity revenue * 0.000000001),FTEs
10279,4.2.4,Order materials and services,Cost Effectiveness,103790,"Total cost to perform the process ""order materials and services"" per $1,000 revenue","Total cost to perform the process ""order materials and services"" / (Total business entity revenue * 0.0010)",dollars
10279,4.2.4,Order materials and services,Cost Effectiveness,110593,"Total cost to perform the process ""order materials and services"" for direct materials and services per $1,000 revenue","Total cost to perform the process ""order materials and services"" associated with direct materials/services / (Total business entity revenue * .001)",dollars
10279,4.2.4,Order materials and services,Cost Effectiveness,110597,"Total cost to perform the process ""order materials and services"" for indirect materials and services per $1,000 revenue","Total cost to perform the process ""order materials and services"" associated with indirect materials/services / (Total business entity revenue * .001)",dollars
10279,4.2.4,Order materials and services,Supplemental Information,105208,"Personnel cost to perform the process ""order materials and services"" as a percentage of total process cost","(Personnel cost to perform the process ""order materials and services"" / Total cost to perform the process ""order materials and services"") * 100",percent
10279,4.2.4,Order materials and services,Cost Effectiveness,110651,"Total cost to perform the process ""order materials and services"" for direct materials and services per respective process FTE","Total cost to perform the process ""order materials and services"" associated with direct materials/services / Number of FTEs who perform the process ""order materials and services"" associated with direct materials/services",dollars
10279,4.2.4,Order materials and services,Process Efficiency,101071,"Number of FTEs that perform the process ""order materials and services"" per $1 billion purchases","(Number of FTEs who perform the process group ""procure materials and services"" * Percentage of process group ""procure materials and services"" FTEs who perform the process ""order materials and services"" * .01) / (Value of all materials and services purchased * .000000001)",FTEs
10279,4.2.4,Order materials and services,Cost Effectiveness,110652,"Total cost to perform the process ""order materials and services"" for indirect materials and services per respective process FTE","Total cost to perform the process ""order materials and services"" associated with indirect materials/services / Number of FTEs who perform the process ""order materials and services"" associated with indirect materials/services",dollars
10279,4.2.4,Order materials and services,Cost Effectiveness,105159,"Other cost to perform the process ""order materials and services"" per $1,000 purchases","Costs other than personnel, systems, overhead, and outsourced to perform the process ""order materials and services"" / (Value of all materials and services purchased * .001)",dollars
10279,4.2.4,Order materials and services,Process Efficiency,110603,"Number of FTEs that perform the process ""order materials and services"" for direct materials and services per $1 billion revenue","Number of FTEs who perform the process ""order materials and services"" associated with direct materials/services / (Total business entity revenue * .000000001)",FTEs
10279,4.2.4,Order materials and services,Supplemental Information,105204,"Total cost to perform the process ""select suppliers and develop/maintain contracts"" as a percentage of total cost to perform the process group ""procure materials and services""","Percentage of total cost for process group ""Procure materials and services"" allocated to the process ""Select suppliers and develop/maintain contracts""",percent
10279,4.2.4,Order materials and services,Supplemental Information,105209,"Systems cost to perform the process ""order materials and services"" as a percentage of total process cost","(Systems cost to perform the process ""order materials and services"" / Total cost to perform the process ""order materials and services"") * 100",percent
